,Name,Ratings,Reviews,Industry,HQ,Number_of_employees
2290,India Nippon Electricals,4.0,314,Auto Components,Hosur +21 more,501-1k Employees
2291,Essar Projects India,4.1,314,Engineering & Construction,Mumbai +38 more,5k-10k Employees
2292,Tsys Card Tech Services,4.3,314,FinTech,Columbus +6 more,1k-5k Employees
2293,Online Legal India,4.8,314,Legal,Kolkata +5 more,501-1k Employees
2294,Global Healthcare Billing Partners,3.5,313,BPO,Chennai +6 more,1k-5k Employees
2295,Christian Medical College,4.3,312,Education & Training,Vellore +24 more,5k-10k Employees
2296,Zoomcar,3.8,312,Internet,Bangalore +29 more,1k-5k Employees
2297,Majesco,3.8,312,IT Services & Consulting,Morristown +7 more,1k-5k Employees
2298,Supr Daily,4.1,312,Internet,Bangalore +24 more,11-50 Employees
2299,Dana India,4.1,312,Automobile,Maumee +16 more,1k-5k Employees
2300,Groupm Media,4.0,312,Marketing & Advertising,New York +18 more,1k-5k Employees
2301,Groupon,3.4,311,Internet,Chicago +9 more,1k-5k Employees
2302,ERA Group,3.8,311,Power,Mumbai +37 more,1k-5k Employees
2303,Gtpl Broadband,3.8,311,Telecom,Ahemdabad +40 more,1k-5k Employees (Global)
2304,Magma HDI General Insurance,4.0,311,Insurance,Mumbai +72 more,1k-5k Employees
2305,AccorHotels,4.4,311,Hospitality,Paris +34 more,5k-10k Employees
2306,ELGI Equipments,3.8,310,Industrial Machinery,Coimbatore +25 more,1k-5k Employees
2307,Allianz Partners,3.7,310,Insurance,Saint-Ouen +13 more,1k-5k Employees
2308,Narayana e-Techno School,3.5,310,Education & Training,Hyderabad +53 more,501-1k Employees
2309,Kuwait National Petroleum Company,4.4,310,Oil & Gas,Al Ahmadi +14 more,51-200 Employees
2310,Gilbarco Veeder Root,3.7,310,Industrial Machinery,Greensboro +40 more,201-500 Employees
2311,Indorama,3.9,310,Fashion & Textile,Jakarta +28 more,51-200 Employees
2312,FabHotels,3.2,310,Hospitality,Gurgaon +27 more,501-1k Employees
2313,Ramco Industries,4.2,309,Building Material,Chennai +57 more,1k-5k Employees
2314,Webskitters,4.5,309,IT Services & Consulting,Kolkata +3 more,501-1k Employees
2315,CommScope,3.7,309,Telecom,North carolina +15 more,1k-5k Employees
2316,Jaipur Rugs,4.5,309,Furniture & Furnishing,Jaipur +13 more,501-1k Employees
2317,Exicom,4.0,309,Semiconductors,Gurgaon +18 more,1k-5k Employees
2318,SOLAR INDUSTRIES INDIA,3.8,309,Chemicals,Nagpur +32 more,1k-5k Employees
2319,Shivalik Small Finance Bank,3.8,309,Banking,Noida +18 more,501-1k Employees
2320,Novartis Healthcare,4.0,309,Pharma,Mumbai +23 more,51-200 Employees
2321,Shivalik Small Finance Bank,3.8,309,Banking,Noida +18 more,501-1k Employees
2322,Leverage Edu,4.0,309,EdTech,Delhi +10 more,51-200 Employees
2323,Thought Focus,3.8,309,IT Services & Consulting,Milwaukee +7 more,1k-5k Employees
2324,Action Tesa,3.8,308,Building Material,New Delhi +32 more,1k-5k Employees
2325,Dharampal Premchand,4.2,308,FMCG,Delhi/NCR +49 more,201-500 Employees
2326,Aarti Drugs,3.9,308,Pharma,Mumbai +12 more,201-500 Employees
2327,SRM University,3.8,308,Education & Training,Chennai +22 more,1k-5k Employees
2328,Diya Systems,3.6,307,BPO,Mangaluru/Mangalore +8 more,1k-5k Employees
2329,Sapiens,3.8,307,IT Services & Consulting,Holon +8 more,1k-5k Employees
2330,BUSINESSNEXT (Formerly known as CRMNEXT) under Acidaes Solutions Private Limited,3.5,307,IT Services & Consulting,Noida +6 more,1k-5k Employees
2331,Western Refrigeration,3.9,307,Industrial Machinery,Mumbai +31 more,501-1k Employees
2332,Diffusion Engineers,4.4,307,Industrial Machinery,Nagpur +31 more,201-500 Employees
2333,Consolidated Construction Consortium,4.1,307,Engineering & Construction,Chennai +28 more,501-1k Employees
2334,Danske IT,3.5,307,IT Services & Consulting,Bangalore/Bengaluru +2 more,1k-5k Employees
2335,Laxmi Organic Industries,4.0,307,Chemicals,Mumbai +12 more,501-1k Employees
2336,Grass Roots Research & Creation,4.9,307,Analytics & KPO,New Delhi +13 more,201-500 Employees
2337,Yardi Systems,3.9,306,Software Product,Santa Barbara +2 more,1k-5k Employees
2338,Tredence,3.7,306,IT Services & Consulting,San Jose +6 more,1k-5k Employees
2339,India Glycols,3.9,306,Chemicals,Noida +14 more,1k-5k Employees
2340,Tredence,3.7,306,IT Services & Consulting,San Jose +6 more,1k-5k Employees
2341,India Glycols,3.9,306,Chemicals,Noida +14 more,1k-5k Employees
2342,Infrastructure Leasing & Financial Services,4.0,306,Engineering & Construction,Mumbai +68 more,501-1k Employees
2343,Cera Sanitaryware,4.2,306,Building Material,London +58 more,1k-5k Employees
2344,Transasia Bio-Medicals,3.3,306,Biotechnology,Mumbai +45 more,1k-5k Employees
2345,Sunwoda,4.2,306,Electronics Manufacturing,Greater Noida +4 more,501-1k Employees
2346,Aimil Pharmaceuticals,3.5,306,Pharma,Delhi/NCR +41 more,501-1k Employees
2347,Gaurs Group,4.2,306,Real Estate,Ghaziabad +10 more,1k-5k Employees
2348,Citrix,3.7,305,Software Product,Fort Lauderdale +5 more,1k-5k Employees
2349,C-Edge Technologies,3.9,305,IT Services & Consulting,Thane +18 more,501-1k Employees
2350,Teva API,4.1,305,Pharma,Tel Aviv +16 more,1k-5k Employees
2351,Fuji Electric,3.9,305,Industrial Machinery,Tokyo +31 more,1k-5k Employees
2352,Grand Hyatt,4.3,305,Hospitality,Chicago +23 more,501-1k Employees
2353,JNS Instruments,3.8,305,Industrial Machinery,Gurgaon +18 more,501-1k Employees
2354,Mahendra NextWealth IT,3.8,305,IT Services & Consulting,Salem +13 more,1k-5k Employees
2355,Prism Cement,3.8,305,Building Material,Mumbai +50 more,201-500 Employees
2356,African Industries,4.2,304,Metals & Mining,Lagos +8 more,51-200 Employees
2357,Epiroc,3.9,304,Industrial Machinery,Stockholm +23 more,1k-5k Employees
2358,Ceinsys Tech,4.0,304,IT Services & Consulting,Nagpur +39 more,501-1k Employees
2359,Acko General Insurance,3.9,304,Insurance,Bengaluru/Bangalore +8 more,1k-5k Employees
2360,Greet Technologies,3.3,304,Recruitment,Bangalore/Bengaluru +5 more,51-200 Employees
2361,Akamai Technologies,4.4,304,IT Services & Consulting,Cambridge +4 more,1k-5k Employees
2362,Macquarie Group,3.6,303,Financial Services,Sydney +10 more,1k-5k Employees
2363,R.S. Infraprojects,4.1,303,Real Estate,Noida +47 more,501-1k Employees
2364,Mas Callnet,3.9,303,BPO,Noida +12 more,51-200 Employees
2365,Signutra,4.6,303,Pharma,Wilmington +59 more,201-500 Employees
2366,Minda Furukawa Electric,4.0,303,Auto Components,Rewari +12 more,201-500 Employees
2367,Celebal Technologies,2.8,303,IT Services & Consulting,Jaipur +13 more,1k-5k Employees
2368,N+A,3.7,302,Financial Services,Los Angeles +42 more,Los Angeles +42 more
2369,V-Xpress,4.1,302,Logistics,Chembur +55 more,1k-5k Employees
2370,"Ministry Of Health, New Delhi",4.3,302,Healthcare,Delhi/NCR +50 more,10k-50k Employees
2371,Kiya.ai,3.2,302,IT Services & Consulting,Mumbai +8 more,501-1k Employees
2372,Medall Healthcare,3.5,302,Healthcare,Chennai +43 more,1k-5k Employees
2373,MarketStar,3.4,301,Marketing & Advertising,Ogden +8 more,1k-5k Employees
2374,Nissan,4.1,301,Automobile,Yokohama-shi +65 more,10k-50k Employees
2375,Telecom Network Solutions,4.2,301,Telecom,Noida +39 more,501-1k Employees
2376,Hyundai Engineering and Construction,4.4,301,Engineering & Construction,Abu Dhabi +24 more,501-1k Employees
2377,Buzzworks Business Services,3.9,301,Recruitment,Chennai +47 more,501-1k Employees
2378,Johnson Controls Hitachi Air Conditioning,3.6,301,Consumer Electronics & Appliances,Kadi +34 more,Kadi +34 more
2379,Jawahar Navodaya Vidyalaya,4.4,301,Education & Training,Noida +117 more,10k-50k Employees
2380,Eugia Pharma Specialities,4.0,301,Pharma,Hyderabad/Secunderabad +12 more,1k-5k Employees
2381,Hilex,3.8,301,Automobile,Gurgaon/Gurugram +12 more,201-500 Employees
2382,FiveS Digital,3.2,301,BPO,Udaipur +16 more,501-1k Employees
2383,PGP Glass,4.1,301,Packaging,Surat +13 more,1k-5k Employees
2384,Aurangabad Electricals,3.8,300,Auto Components,Aurangabad +8 more,501-1k Employees
2385,Ryan International School,3.8,300,Education & Training,Mumbai +38 more,10k-50k Employees
2386,VDA Infosolutions,3.5,300,IT Services & Consulting,Mumbai +25 more,201-500 Employees
2387,National Collateral Management Services,3.9,300,Government,Mumbai +69 more,501-1k Employees
2388,Kcc Buildcon,4.1,300,Engineering & Construction,Gurgaon/Gurugram +47 more,1k-5k Employees
2389,INDIABULLS PHARMACEUTICALS,2.6,300,Pharma,Mumbai +54 more,1k-5k Employees
2390,Intellipaat Software Solutions,3.1,300,EdTech,Jaipur +11 more,201-500 Employees
2391,Methodex,3.8,300,Law Enforcement & Security,Delhi/NCR +44 more,1k-5k Employees
2392,SMEC,4.0,300,Real Estate,North Sydney +58 more,501-1k Employees
2393,Indian Immunologicals,4.1,299,Biotechnology,Hyderabad/Secunderabad +24 more,1k-5k Employees
2394,Jamna Auto Industries,3.7,299,Auto Components,Yamunanagar +31 more,1k-5k Employees
2395,Deluxe Entertainment,3.3,299,Media & Entertainment,Hollywood +11 more,1k-5k Employees
2396,Johnson Matthey,4.0,299,501-1k Employees,London +16 more,Forbes Global 2000
2397,Symbiotec Pharmalab,3.7,299,Pharma,Indore +7 more,51-200 Employees
2398,Henkel Adhesives Technologies,4.2,299,Chemicals,Düsseldorf +23 more,501-1k Employees
2399,Chaitanya India Fin Credit,4.0,299,NBFC,Bangalore +111 more,5k-10k Employees
2400,R.V.R. PROJECTS,3.9,299,Engineering & Construction,Visakhapatnam/Vizag +36 more,51-200 Employees
2401,Brigade Group,4.2,299,Real Estate,Bangalore/Bengaluru +8 more,501-1k Employees
2402,Polestar Solutions & Services India,4.4,299,IT Services & Consulting,Noida +7 more,201-500 Employees
2403,Jupiter Hospital,4.0,298,Healthcare,Thane +9 more,1k-5k Employees
2404,Harjai Computers,4.0,298,Recruitment,Mumbai +11 more,201-500 Employees
2405,Jockey,4.4,298,Fashion & Textile,Kenosha +98 more,10k-50k Employees
2406,Suzuki,4.1,298,Automobile,Vadodara/Baroda +50 more,10k-50k Employees
2407,Amrit Cement,4.1,298,Building Material,Kolkata +18 more,501-1k Employees
2408,Jeeves Consumer Services,3.8,298,Consumer Electronics & Appliances,Bangalore +50 more,5k-10k Employees
2409,RSWM,4.0,298,Fashion & Textile,Noida +26 more,10k-50k Employees
2410,Infosys Consulting,3.6,298,IT Services & Consulting,Zurich +25 more,1k-5k Employees
2411,Mothers Recipe,4.2,298,FMCG,Pune +55 more,501-1k Employees
2412,Kuehne + Nagel,4.0,297,Logistics,Schindellegi +29 more,501-1k Employees
2413,RentoMojo,4.4,297,FinTech,Bangalore +14 more,1k-5k Employees
2414,Kerala State Electricity Board,4.2,297,Power,Trivandrum/Thiruvananthapuram +27 more,10k-50k Employees
2415,IMS People,3.6,297,Recruitment,Ahmedabad +21 more,1k-5k Employees
2416,Datamatics Business Solutions,3.4,297,Management Consulting,Mumbai +8 more,1k-5k Employees
2417,Wipro Infotech Limited,4.1,297,Gurgaon/Gurugram +37 more,Gurgaon/Gurugram +37 more,
2418,Jumbotail Technologies,3.7,297,Retail,Bangalore/Bengaluru +28 more,201-500 Employees
2419,Tata Steel Utilities and Infrastructure Services,3.6,297,Engineering & Construction,Jamshedpur +13 more,Jamshedpur +13 more
2420,Kutchina,3.7,297,Consumer Electronics & Appliances,Kolkata +56 more,201-500 Employees
2421,Uniparts Group,4.2,296,Industrial Machinery,Noida +17 more,501-1k Employees
2422,Star Bazaar,4.2,296,Retail,Mumbai +29 more,5k-10k Employees
2423,Tribhovandas Bhimji Zaveri,4.1,296,Metals & Mining,Mumbai +34 more,1k-5k Employees
2424,Elecon Engineering,4.1,296,Electrical Equipment,Gujrat +20 more,501-1k Employees
2425,Chambal Fertilisers And Chemicals,4.0,296,Agro Chemicals,Kota +45 more,1k-5k Employees
2426,Hajee A P Bava Construction,3.9,296,Engineering & Construction,Bangalore/Bengaluru +44 more,10k-50k Employees
2427,Micromatic Machine Tools,4.5,296,Industrial Machinery,Bengaluru +33 more,5k-10k Employees
2428,Eversendai,3.8,295,Engineering & Construction,Selangor Darul Ehsan +16 more,201-500 Employees
2429,Bombardier Transportation,4.1,295,Urban Transport,Montreal +13 more,201-500 Employees
2430,IFFCO Kisan Sanchar,3.4,295,Agro Chemicals,Delhi/NCR +63 more,501-1k Employees
2431,Grey Orange,3.2,295,Software Product,Gurgaon +9 more,501-1k Employees
2432,Bhagwati Products,3.7,295,Consumer Electronics & Appliances,Delhi/NCR +15 more,11-50 Employees
2433,Sahyadri Hospital,4.2,295,Healthcare,Pune +6 more,1k-5k Employees
2434,Katerra,3.3,295,Engineering & Construction,Menlo Park +14 more,501-1k Employees
2435,You Broadband,3.9,295,Telecom,Mumbai +28 more,1k-5k Employees
2436,Bajaj Consumer Care,3.9,295,FMCG,Mumbai +73 more,201-500 Employees
2437,XL Health,4.3,295,Healthcare,Bangalore/Bengaluru +3 more,201-500 Employees
2438,PC Solutions,4.0,295,IT Services & Consulting,New Delhi +16 more,201-500 Employees
2439,Sri Krishna Pharmaceuticals,4.1,294,Pharma,Hyderabad/Secunderabad +8 more,501-1k Employees
2440,Vatika Group,3.9,294,Hospitality,Pune +13 more,1k-5k Employees (Global)
2441,Fexprime Finance,4.5,294,Financial Services,Pune +45 more,201-500 Employees
2442,Yusen Logistics,4.2,294,Logistics,Pune +29 more,501-1k Employees
2443,National Fertilizers,4.2,294,Agro Chemicals,Bathinda +26 more,1k-5k Employees
2444,Wintax Solution,4.8,294,Recruitment,Pune +74 more,11-50 Employees
2445,Wipro GE Health Care,4.1,294,IT Services & Consulting,Pune +31 more,1k-5k Employees
2446,Stryker,4.1,294,Medical Equipment,Pune +16 more,1k-5k Employees
2447,Tirumala Milk Products,4.1,293,Food Processing,Pune +41 more,201-500 Employees
2448,Wonderla Holidays,4.6,293,Hospitality,Bengaluru/Bangalore +12 more,501-1k Employees
2449,SUEZ Environnement,4.2,293,Waste Management,Pune +31 more,501-1k Employees
2450,Broadcom,3.6,293,Semiconductors,Pune +6 more,1k-5k Employees
2451,Jindal Aluminium,3.9,293,Metals & Mining,Bengaluru/Bangalore +12 more,1k-5k Employees
2452,Techwave Consulting,3.8,293,IT Services & Consulting,Hyderabad/Secunderabad +3 more,1k-5k Employees
2453,Tagros Chemicals,3.6,293,Agro Chemicals,Cuddalore +6 more,51-200 Employees
2454,Jyoti CNC Automation,3.9,293,Industrial Machinery,Pune +26 more,501-1k Employees
2455,Time Technoplast,3.7,293,Petrochemicals,Mumbai +28 more,1k-5k Employees
2456,SoftwareONE,3.9,293,Software Product,Pune +17 more,1k-5k Employees
2457,NKG Infrastructure,3.6,293,Engineering & Construction,New Delhi +37 more,1k-5k Employees
2458,Indian Space Research Organisation,4.4,293,Defence & Aerospace,Pune +21 more,10k-50k Employees
2459,OnePlus,4.1,293,Consumer Electronics & Appliances,Pune +48 more,1k-5k Employees
2460,Bada Business,3.8,293,Internet,New Delhi +44 more,5k-10k Employees
2461,convergys india services,3.7,293,Gurgaon/Gurugram +9 more,Gurgaon/Gurugram +9 more,
2462,Eisai Pharmaceuticals,4.3,293,51-200 Employees,Tokyo +19 more,Public
2463,Gyan Dairy,4.0,293,Food Processing,Lucknow +27 more,201-500 Employees
2464,Wabtec,4.1,293,Auto Components,Wilmerding +20 more,1k-5k Employees
2465,British Petroleum,3.8,292,Oil & Gas,London +10 more,1k-5k Employees
2466,Roca Bathroom Products,3.9,292,Building Material,Municipality of GavÃ +47 more,1k-5k Employees
2467,Sona Koyo Steering Systems,4.2,292,Auto Components,Gurgaon/Gurugram +14 more,1k-5k Employees
2468,MITS GLOBAL CONSULTING,4.6,292,Recruitment,Mumbai +9 more,201-500 Employees
2469,ACG Associated Capsules,3.9,292,Pharma,Mumbai +15 more,1k-5k Employees
2470,Invesco,4.1,292,Management Consulting,Atlanta +6 more,1k-5k Employees
2471,GGS Information Services,3.8,291,IT Services & Consulting,York +8 more,501-1k Employees
2472,Lotus Herbals Private Limited,4.1,291,Beauty & Personal Care,New Delhi +45 more,1k-5k Employees
2473,S2 Infotech,3.2,291,Recruitment,Mumbai +52 more,201-500 Employees
2474,Ujjivan Financial Services,4.4,291,Bengaluru/Bangalore +106 more,Bengaluru/Bangalore +106 more,
2475,5Paisa Capital Limited,4.1,291,Financial Services,Thane +9 more,501-1k Employees
2476,BPTP,4.3,290,Real Estate,Gurgaon/Gurugram +4 more,501-1k Employees
2477,Win Medicare,4.0,290,Pharma,Delhi/NCR +50 more,501-1k Employees
2478,Thales,3.8,290,IT Services & Consulting,Noida +16 more,1k-5k Employees
2479,FCm Travel Solutions,3.6,290,Travel & Tourism,Brisbane +22 more,501-1k Employees
2480,FCm Travel Solutions,3.6,290,Travel & Tourism,Brisbane +22 more,501-1k Employees
2481,World Network Services,3.4,290,Pune +14 more,Pune +14 more,
2482,Stellar Value Chain Solutions,3.5,290,Logistics,Mumbai +36 more,1k-5k Employees
2483,Aditya Anagha Multi State Credit Co-Operative Society,4.8,290,Banking,Nagpur +37 more,501-1k Employees
2484,CMR Green Technologies,3.9,290,Metals & Mining,Faridabad +23 more,1k-5k Employees
2485,Ascent Business Solutions,3.3,290,IT Services & Consulting,Roseland +11 more,501-1k Employees
2486,NetApp,4.0,290,IT Services & Consulting,San Jose +6 more,1k-5k Employees
2487,Mobile Programming,2.9,289,IT Services & Consulting,Los Angeles +16 more,1k-5k Employees
2488,Runwal Group,3.8,289,Real Estate,Mumbai +7 more,201-500 Employees
2489,SkillRecruit,4.7,289,Recruitment,London +14 more,201-500 Employees
2490,Midland Microfin Limited,4.1,289,NBFC,Jalandhar +77 more,1k-5k Employees
2491,Shriram Value Services,4.3,289,IT Services & Consulting,Chennai +27 more,1k-5k Employees
2492,Kirby Building Systems,3.9,289,Engineering & Construction,Kuwait City +26 more,501-1k Employees
2493,ABP Group,3.5,289,Printing & Publishing,Kolkata +19 more,1k-5k Employees
2494,Karvy Innotech,3.1,289,IT Services & Consulting,Hyderabad/Secunderabad +38 more,501-1k Employees
2495,Loadshare Networks,3.5,289,Logistics,Bangalore +50 more,501-1k Employees
2496,Creative Synergies Group,3.9,289,IT Services & Consulting,Okemos (MI) +3 more,501-1k Employees
2497,Artemis Health Institute,4.2,289,Healthcare,Gurgaon/Gurugram +10 more,1k-5k Employees
2498,Escon Elevators,3.6,289,Industrial Machinery,Navi Mumbai +15 more,51-200 Employees
2499,LearningMate Solutions,3.8,288,EdTech,Mumbai +5 more,1k-5k Employees
2500,World Vision,4.5,288,Non-Profit,Monrovia +84 more,1k-5k Employees
2501,EXEDY,4.0,288,Auto Components,Keysborough +16 more,201-500 Employees
2502,VKC Group,3.8,288,Fashion & Textile,Calicut/Kozhikode +38 more,1k-5k Employees
2503,JoulestoWatts Business Solutions,2.8,288,IT Services & Consulting,Bangalore +13 more,201-500 Employees
2504,Nettur Technical Training Foundation,4.2,288,Education & Training,Bangalore/Bengaluru +35 more,501-1k Employees
2505,Orra Fine Jewellery,3.8,288,Jewellery,Mumbai +41 more,501-1k Employees
2506,Vidal Health Insurance,4.0,288,Insurance,Bangalore +25 more,201-500 Employees
2507,BharatPe,3.7,288,FinTech,Bangalore +63 more,201-500 Employees
2508,Kellogg Brown and Root,4.0,288,Defence & Aerospace,Houston +22 more,501-1k Employees
2509,Aditya Birla Minacs,4.2,288,IT Services & Consulting,Bellandur +12 more,10k-50k Employees
2510,MDC Group of Companies,4.9,288,Pharma,Muscat +3 more,11-50 Employees (Global)
2511,Titan Engineering & Automation,4.2,288,Industrial Automation,Hosur +11 more,1k-5k Employees
2512,Capital Trust,3.9,287,NBFC,Delhi/NCR +74 more,1k-5k Employees
2513,Bharat Seats,3.7,287,Auto Components,Gurgaon/Gurugram +13 more,201-500 Employees
